profile_id,portfolio_id,rank,match_score,reasoning
958,3,1,1.5057,"This Very Low risk portfolio is recommended due to Profile 958's 18-25 age, 50001-100000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
958,48,2,1.4935,"This Very Low risk portfolio is recommended due to Profile 958's 18-25 age, 50001-100000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
958,10,3,1.4284,"This Very Low risk portfolio is recommended due to Profile 958's 18-25 age, 50001-100000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 4-year investment horizon."
959,4,1,2.4283,"Given Profile 959's 26-35 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 22-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
959,29,2,2.3966,"Given Profile 959's 26-35 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 22-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
959,39,3,2.3966,"Given Profile 959's 26-35 age, 100001-250000 income, and low risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 22-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
960,4,1,2.2901,"Given Profile 960's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
960,29,2,2.2584,"Given Profile 960's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
960,39,3,2.2584,"Given Profile 960's 18-25 age, 0-25000 income, and moderate risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 14-year investment horizon for Wealth Building, the higher volatility is acceptable given the potential for greater returns."
961,3,1,1.7823,"This Very Low risk portfolio is recommended due to Profile 961's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
961,48,2,1.7663,"This Very Low risk portfolio is recommended due to Profile 961's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
961,10,3,1.6424,"This Very Low risk portfolio is recommended due to Profile 961's 66+ age, 0-25000 income, and moderate liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
962,15,1,1.7273,"For Profile 962 in the 36-45 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 15-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
962,30,2,1.7095,"For Profile 962 in the 36-45 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 15-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
962,43,3,1.709,"For Profile 962 in the 36-45 age range with 25001-50000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 15-year timeframe. Their moderate risk tolerance and low liquidity needs are well-addressed."
963,15,1,1.655,"For Profile 963 in the 66+ age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with stock-focused that supports their Education goal over a 13-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
963,30,2,1.6372,"For Profile 963 in the 66+ age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 13-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
963,43,3,1.6366,"For Profile 963 in the 66+ age range with 0-25000 income, this Medium risk portfolio offers a balanced approach with bond-focused that supports their Education goal over a 13-year timeframe. Their low risk tolerance and low liquidity needs are well-addressed."
964,3,1,1.4925,"This Very Low risk portfolio is recommended due to Profile 964's 26-35 age, 25001-50000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
964,48,2,1.4802,"This Very Low risk portfolio is recommended due to Profile 964's 26-35 age, 25001-50000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
964,10,3,1.4152,"This Very Low risk portfolio is recommended due to Profile 964's 26-35 age, 25001-50000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 5-year investment horizon."
965,3,1,1.5279,"This Very Low risk portfolio is recommended due to Profile 965's 26-35 age, 1000001-5000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
965,48,2,1.5157,"This Very Low risk portfolio is recommended due to Profile 965's 26-35 age, 1000001-5000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
965,10,3,1.4506,"This Very Low risk portfolio is recommended due to Profile 965's 26-35 age, 1000001-5000000 income, and low liquidity needs. The bond-focused allocation provides stability while still allowing for some growth over their 3-year investment horizon."
966,4,1,2.1243,"Given Profile 966's 18-25 age, 0-25000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 43-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
966,29,2,2.0998,"Given Profile 966's 18-25 age, 0-25000 income, and high risk tolerance, this Very High risk portfolio with stock-focused is positioned for strong growth. With a 43-year investment horizon for Retirement, the higher volatility is acceptable given the potential for greater returns."
